CustomerID,Name,Age,Gender,SubscriptionType,SubscriptionDate,LastLoginDate,TotalSessions,FeedbackScore,IsChurned
CUST0621,Ryan Raymond,20,Male,Monthly,2024-12-24,2025-03-20,43,10,1
CUST0622,Jacqueline Turner,50,Female,Monthly,2025-11-12,2025-11-27,28,5,1
CUST0623,Joseph Robbins,27,Female,Yearly,2024-05-28,2025-08-05,49,8,1
CUST0624,Angel Aguirre,46,Male,Quarterly,2025-02-16,2026-04-12,0,4,1
CUST0625,Clayton Keller,55,Other,Monthly,2025-03-22,2025-07-10,17,10,1
CUST0626,Michelle Goodwin,25,Other,Yearly,2024-06-24,2026-03-25,49,4,0
CUST0627,Jason Torres,38,Male,Yearly,2025-06-10,2026-04-05,22,4,0
CUST0628,Marco Sullivan,19,Male,Quarterly,2024-07-02,2024-07-04,19,2,1
CUST0629,Joe Cardenas,33,Female,Yearly,2025-09-02,2026-04-21,28,3,0
CUST0630,Elizabeth Chambers,32,Male,Yearly,2026-03-08,2026-03-12,14,7,0
CUST0631,Richard Nguyen,28,Female,Monthly,2024-08-24,2025-05-29,13,9,1
CUST0632,Lisa Walker,33,Female,Monthly,2026-02-20,2026-04-20,16,10,0
CUST0633,Robert Shaw,60,Female,Monthly,2024-06-15,2025-02-19,47,4,1
CUST0634,Mr. Paul Johnson,51,Female,Yearly,2025-12-07,2026-01-27,31,3,1
CUST0635,Alan Hernandez,52,Female,Yearly,2025-10-01,2026-01-16,43,2,1
CUST0636,Shaun Oneal,47,Other,Monthly,2024-10-27,2025-03-16,25,8,1
CUST0637,Kayla Aguirre,43,Male,Yearly,2025-06-11,2026-01-31,40,1,1
CUST0638,Aaron Andrews,55,Male,Yearly,2026-01-29,2026-01-29,42,8,1
CUST0639,Tina Roy,20,Other,Quarterly,2024-09-12,2025-08-03,33,9,1
CUST0640,Michelle Howard,58,Female,Monthly,2026-01-29,2026-02-21,30,9,1
CUST0641,Carolyn Anderson,43,Male,Monthly,2024-06-11,2025-11-22,42,1,1
CUST0642,Donna Harris,44,Male,Quarterly,2024-07-21,2026-03-10,27,4,0
CUST0643,Claudia Daniel,46,Male,Quarterly,2026-02-15,2026-03-18,24,1,0
CUST0644,Gregory White,25,Male,Monthly,2025-12-29,2026-03-31,27,5,0
CUST0645,Samantha Green,38,Male,Yearly,2024-08-19,2026-02-10,18,6,1
CUST0646,Peter Jones,37,Female,Yearly,2024-10-01,2024-12-24,48,2,1
CUST0647,Carolyn Lara,50,Male,Quarterly,2024-05-02,2025-02-26,14,5,1
CUST0648,Cynthia Rosales DVM,19,Male,Monthly,2025-01-31,2025-02-14,22,4,1
CUST0649,John Lane,25,Male,Quarterly,2026-01-15,2026-02-20,28,1,1
CUST0650,Edward Hoffman,22,Female,Yearly,2024-05-14,2025-01-26,44,6,1
CUST0651,Dan Parker,58,Other,Quarterly,2024-11-17,2025-02-23,18,6,1
CUST0652,George Cisneros,31,Female,Quarterly,2025-05-04,2026-02-23,26,4,1
CUST0653,Susan Cross,54,Other,Yearly,2025-02-04,2025-03-24,32,8,1
CUST0654,Kelly Carlson,36,Other,Quarterly,2024-08-08,2025-12-29,12,6,1
CUST0655,Alyssa Fields MD,24,Female,Monthly,2024-05-23,2025-01-07,22,7,1
CUST0656,Paul Blackburn,52,Female,Quarterly,2024-07-29,2024-12-02,5,10,1
CUST0657,Erika Avery,55,Other,Yearly,2024-11-05,2026-02-06,31,10,1
CUST0658,William Mendoza,40,Male,Monthly,2024-12-14,2026-01-09,0,1,1
CUST0659,Terri Olson,57,Female,Yearly,2025-01-19,2025-07-07,38,9,1
CUST0660,Michelle Strong,30,Female,Monthly,2025-06-01,2026-04-15,43,1,0
CUST0661,Barbara Poole,33,Other,Yearly,2024-11-21,2026-01-02,11,1,1
CUST0662,Rebecca Hanson,51,Female,Quarterly,2025-11-01,2026-01-23,26,8,1
CUST0663,Bonnie Davis,40,Male,Quarterly,2025-09-30,2026-02-26,22,1,0
CUST0664,Noah Santiago,29,Male,Monthly,2025-12-27,2026-03-05,22,2,0
CUST0665,Brenda Davila,44,Female,Quarterly,2025-02-05,2025-04-22,22,2,1
CUST0666,Melinda Casey,48,Male,Monthly,2025-10-12,2026-01-16,36,9,1
CUST0667,Samuel Thompson,54,Male,Monthly,2025-04-22,2025-08-30,38,2,1
CUST0668,Stephanie Phillips,40,Male,Yearly,2025-11-26,2026-01-10,48,4,1
CUST0669,Kristopher Rodriguez,40,Female,Monthly,2025-12-19,2026-03-15,12,7,0
CUST0670,Meghan Barber,31,Male,Yearly,2025-10-21,2026-01-22,42,4,1
CUST0671,Kathy Vance,20,Female,Quarterly,2025-10-13,2026-03-29,10,3,0
CUST0672,Sarah Alexander,38,Other,Quarterly,2025-01-14,2026-03-28,16,7,0
CUST0673,James Mckee,44,Male,Monthly,2026-01-24,2026-04-16,30,6,0
CUST0674,Daniel Rodriguez,20,Male,Yearly,2026-01-28,2026-03-22,18,2,0
CUST0675,Maria Estrada DDS,40,Male,Monthly,2025-01-01,2026-04-22,13,9,0
CUST0676,Amy Bowman,40,Female,Yearly,2025-12-05,2025-12-11,37,3,1
CUST0677,Christina Floyd,60,Male,Quarterly,2026-02-07,2026-03-17,2,2,1
CUST0678,Michael Long,60,Male,Monthly,2025-12-11,2026-03-31,30,10,0
CUST0679,Stephen Turner,31,Male,Quarterly,2025-08-10,2025-10-20,18,2,1
CUST0680,James Alexander,30,Female,Yearly,2025-01-27,2025-08-12,24,5,1
CUST0681,Nicholas Morgan,43,Other,Yearly,2025-06-16,2026-04-06,39,4,0
CUST0682,Ruth Rocha,31,Male,Monthly,2025-06-26,2026-01-10,38,8,1
CUST0683,Dr. Robert Cruz,55,Male,Monthly,2024-11-30,2025-05-30,22,10,1
CUST0684,Mary Johnson,39,Other,Monthly,2026-03-02,2026-04-11,11,4,0
CUST0685,John Thompson,54,Male,Monthly,2025-11-05,2026-03-29,35,10,0
CUST0686,Jamie Monroe,59,Male,Monthly,2025-06-14,2025-08-17,19,2,1
CUST0687,Debra King,41,Male,Quarterly,2025-08-24,2025-08-30,2,5,1
CUST0688,David Richards,42,Female,Yearly,2024-05-15,2025-06-24,42,3,1
CUST0689,Barbara Sanchez,48,Male,Monthly,2024-08-31,2024-09-27,46,10,1
CUST0690,Kristin Jones,39,Female,Quarterly,2024-06-12,2025-10-04,10,3,1
CUST0691,Donna Crawford,34,Female,Yearly,2024-11-21,2026-01-28,39,3,1
CUST0692,Jennifer Glover,28,Female,Yearly,2025-11-25,2025-12-29,20,2,1
CUST0693,Cynthia Dixon,46,Male,Monthly,2024-10-19,2026-01-03,20,7,1
CUST0694,Vincent Marshall,20,Male,Yearly,2024-12-03,2025-11-29,45,6,1
CUST0695,Theresa Mendez,28,Other,Quarterly,2024-08-08,2025-01-30,39,6,1
CUST0696,Joshua Wilson,48,Female,Yearly,2025-07-01,2025-07-08,43,1,1
CUST0697,Zachary Gould,19,Other,Yearly,2024-12-18,2025-12-24,29,3,1
CUST0698,Terry Johnson,50,Other,Yearly,2024-07-23,2025-07-15,6,4,1
CUST0699,Stephanie Lynch,52,Male,Monthly,2024-11-08,2025-07-30,26,1,1
CUST0700,Cristina Hobbs,46,Female,Yearly,2024-04-24,2025-06-04,22,2,1
CUST0701,Jake Hoffman,44,Male,Monthly,2025-08-12,2026-02-01,46,6,1
CUST0702,Andrew Stevens,33,Female,Monthly,2025-06-12,2026-01-29,42,8,1
CUST0703,Aaron Mccarthy,54,Male,Monthly,2025-05-07,2025-10-16,49,4,1
CUST0704,Bryan Smith,46,Other,Monthly,2025-06-08,2025-07-01,36,4,1
CUST0705,Christopher Quinn,18,Female,Monthly,2025-03-08,2025-07-14,27,2,1
CUST0706,Mary Aguilar,30,Other,Quarterly,2025-10-31,2025-11-06,17,3,1
CUST0707,Willie Hansen,46,Other,Quarterly,2024-12-04,2025-02-03,26,7,1
CUST0708,Jenny Christensen,60,Other,Yearly,2024-08-18,2025-12-29,7,10,1
CUST0709,Sarah Davis,51,Male,Yearly,2025-05-20,2026-02-07,24,2,1
CUST0710,David Barrett,22,Female,Monthly,2024-08-14,2024-08-23,20,8,1
CUST0711,Bonnie Avery,23,Other,Yearly,2025-06-03,2025-08-19,47,5,1
CUST0712,Caroline Ramirez,51,Other,Quarterly,2024-09-20,2025-07-14,21,7,1
CUST0713,David Harris,45,Male,Yearly,2025-04-13,2026-04-18,37,6,0
CUST0714,Ariana Pennington,40,Male,Yearly,2025-10-30,2025-11-25,5,9,1
CUST0715,Keith Bell,40,Male,Quarterly,2024-10-05,2025-07-04,48,3,1
CUST0716,Kylie Guerrero,53,Female,Monthly,2024-05-25,2025-07-31,36,4,1
CUST0717,Matthew Mccann,44,Female,Yearly,2025-06-03,2026-02-07,25,7,1
CUST0718,Stephanie Perry,54,Male,Quarterly,2025-03-26,2025-08-18,17,2,1
CUST0719,Carolyn Griffith,31,Male,Monthly,2024-11-07,2025-04-04,6,3,1
CUST0720,Shelby Woodard,37,Male,Monthly,2024-10-21,2025-05-27,24,2,1
CUST0721,Veronica Bell,46,Female,Quarterly,2026-03-19,2026-04-07,26,10,0
CUST0722,Robert Washington,41,Female,Yearly,2025-09-14,2026-03-05,43,6,0
CUST0723,Kristin West,60,Other,Monthly,2025-06-06,2025-11-09,4,7,1
CUST0724,Nicole Roberts,24,Other,Quarterly,2025-07-31,2026-01-22,43,7,1
CUST0725,Oscar Ward,24,Female,Monthly,2024-07-19,2025-12-18,49,9,1
CUST0726,Anthony Grimes,48,Other,Quarterly,2025-03-12,2025-10-24,17,10,1
CUST0727,Cynthia Shields,36,Female,Monthly,2025-12-09,2026-04-23,44,1,0
CUST0728,Martha Neal,43,Other,Yearly,2025-05-19,2025-11-26,9,1,1
CUST0729,Michelle Evans,58,Other,Yearly,2025-03-25,2025-05-31,38,5,1
CUST0730,Jason Sloan,37,Other,Monthly,2024-08-31,2025-02-11,43,2,1
CUST0731,Renee Mcdowell,59,Other,Yearly,2024-11-22,2026-03-20,37,6,0
CUST0732,Alicia Gomez,19,Male,Monthly,2025-12-17,2026-03-29,0,5,0
CUST0733,Katie Henderson,22,Male,Quarterly,2024-11-20,2026-04-23,47,10,0
CUST0734,Sara Mcknight,25,Male,Quarterly,2025-02-05,2025-05-30,36,7,1
CUST0735,Kevin Gutierrez,46,Other,Quarterly,2024-09-21,2025-03-30,2,7,1
CUST0736,Veronica Richardson,54,Other,Monthly,2024-09-06,2025-08-29,47,10,1
CUST0737,Amanda Simpson,39,Other,Monthly,2024-07-06,2025-08-09,48,7,1
CUST0738,Victoria Adams,28,Male,Quarterly,2025-01-15,2025-03-05,8,6,1
CUST0739,Peggy Rios,33,Male,Quarterly,2025-02-06,2025-10-03,0,1,1
CUST0740,Sarah Odonnell,40,Other,Yearly,2025-09-30,2025-10-06,30,2,1
CUST0741,Justin Jones,41,Other,Monthly,2026-01-01,2026-03-19,36,2,0
CUST0742,Joshua Forbes,18,Female,Monthly,2024-07-16,2025-12-03,42,1,1
CUST0743,Jacqueline Chavez,54,Male,Monthly,2024-11-28,2025-09-23,28,2,1
CUST0744,Brianna Carlson,19,Other,Monthly,2026-02-01,2026-03-21,23,10,0
CUST0745,Sean Lewis,33,Male,Yearly,2024-06-11,2026-02-03,39,6,1
CUST0746,Melissa Adams,40,Other,Yearly,2025-10-02,2025-12-09,17,9,1
CUST0747,Sara Hernandez,37,Male,Monthly,2025-03-16,2025-04-17,28,5,1
CUST0748,Daniel James,29,Female,Yearly,2024-08-08,2025-05-30,30,8,1
CUST0749,Jerome Dillon,25,Male,Yearly,2025-05-28,2025-10-23,33,6,1
CUST0750,Joshua Herrera,37,Male,Monthly,2025-02-14,2025-03-09,26,3,1
CUST0751,Benjamin Dunn,32,Other,Monthly,2025-09-15,2026-03-02,39,10,0
CUST0752,Shane Cummings,52,Male,Yearly,2024-12-04,2026-01-30,29,8,1
CUST0753,Anna Marquez,38,Male,Quarterly,2025-08-17,2025-08-25,27,4,1
CUST0754,Brenda Kim,54,Female,Yearly,2025-09-12,2025-09-23,19,7,1
CUST0755,Jennifer Mendoza,53,Male,Monthly,2024-08-29,2025-08-23,15,7,1
CUST0756,Julie Nguyen,51,Male,Yearly,2025-09-21,2025-12-12,13,7,1
CUST0757,Ronald Patterson,19,Male,Quarterly,2025-02-21,2025-09-01,44,4,1
CUST0758,Eric Cooper,40,Female,Quarterly,2024-06-03,2024-07-22,32,1,1
CUST0759,Victor Mack,59,Female,Yearly,2024-12-20,2025-09-07,20,9,1
CUST0760,Olivia Dominguez,31,Male,Yearly,2024-06-20,2025-01-31,46,5,1
CUST0761,Eduardo Wheeler,25,Male,Quarterly,2024-10-24,2025-12-07,20,1,1
CUST0762,Cody Diaz,18,Other,Yearly,2024-12-20,2025-11-03,40,3,1
CUST0763,Stephen Decker,56,Female,Yearly,2025-10-09,2026-03-14,36,5,0
CUST0764,Emily Camacho,25,Other,Quarterly,2025-02-12,2025-06-25,40,9,1
CUST0765,Lisa Randall,23,Female,Monthly,2025-05-30,2026-03-30,2,7,0
CUST0766,Crystal Collins,36,Male,Monthly,2025-10-10,2026-01-21,26,1,1
CUST0767,Christopher Nguyen,23,Other,Monthly,2024-09-12,2026-02-05,14,9,1
CUST0768,Jeffrey Ruiz,40,Other,Yearly,2026-01-11,2026-01-20,18,1,1
CUST0769,Jonathan Cannon,21,Other,Quarterly,2024-12-02,2025-08-12,15,9,1
CUST0770,Stephen Mccarthy,54,Male,Monthly,2025-10-10,2025-11-10,22,9,1
CUST0771,Brandy Howard,48,Male,Monthly,2025-01-18,2026-03-17,31,3,0
CUST0772,Deanna Mann,37,Male,Monthly,2025-01-11,2025-08-07,47,4,1
CUST0773,Thomas Leonard,54,Male,Quarterly,2024-07-18,2025-10-19,46,3,1
CUST0774,Thomas Bishop,43,Female,Monthly,2026-01-24,2026-01-28,2,7,1
CUST0775,Kristin Fowler,31,Other,Quarterly,2025-08-28,2025-10-08,5,1,1
CUST0776,Roger Thompson,36,Female,Monthly,2025-03-18,2025-07-01,49,5,1
CUST0777,David Kennedy,33,Male,Monthly,2025-12-26,2026-03-31,31,10,0
CUST0778,Keith Jackson,26,Male,Monthly,2024-09-13,2025-01-24,16,10,1
CUST0779,Keith Cisneros,24,Male,Yearly,2024-05-18,2025-08-17,36,10,1
CUST0780,James Blackwell,23,Other,Yearly,2025-07-03,2026-01-12,5,7,1
CUST0781,Michael Santiago,48,Other,Yearly,2026-02-26,2026-04-05,50,3,0
CUST0782,Timothy Buchanan,32,Other,Yearly,2025-03-13,2025-12-10,18,10,1
CUST0783,Valerie Colon,38,Other,Quarterly,2025-07-16,2026-03-02,29,7,0
CUST0784,Christopher Weiss,36,Male,Monthly,2024-05-18,2025-09-09,20,10,1
CUST0785,Adam Johnson,57,Male,Quarterly,2024-07-07,2025-05-17,17,5,1
CUST0786,Erin Hernandez,37,Female,Yearly,2024-06-16,2025-06-14,32,5,1
CUST0787,Brandon Pena,32,Female,Yearly,2025-07-24,2025-08-06,20,5,1
CUST0788,Andrew Robertson,22,Male,Quarterly,2026-03-16,2026-03-16,31,5,0
CUST0789,Victoria Harris,35,Male,Yearly,2024-11-15,2025-09-21,37,8,1
CUST0790,Sarah Best,24,Male,Yearly,2024-07-17,2025-02-17,29,8,1
CUST0791,Dorothy Webb,47,Other,Monthly,2024-11-08,2025-05-03,37,5,1
CUST0792,Lori Martin,36,Male,Monthly,2024-07-24,2025-10-09,11,4,1
CUST0793,Bianca Smith,35,Other,Yearly,2024-11-23,2024-12-16,13,2,1
CUST0794,Christopher Freeman,19,Female,Quarterly,2025-05-05,2026-03-10,24,2,0
CUST0795,Stacy Ryan,46,Male,Monthly,2024-07-28,2024-11-18,14,5,1
CUST0796,Joan Zhang,55,Female,Quarterly,2026-01-21,2026-03-18,18,7,0
CUST0797,Russell Newman,46,Other,Quarterly,2024-12-29,2025-12-03,32,8,1
CUST0798,Kelly Kennedy,24,Female,Quarterly,2024-10-18,2025-07-17,14,3,1
CUST0799,Luke Brown,19,Female,Monthly,2026-01-26,2026-02-13,3,4,1
CUST0800,Lisa Harris,28,Female,Monthly,2026-03-02,2026-03-07,23,6,0
CUST0801,Jennifer Mckenzie,56,Male,Monthly,2026-03-14,2026-04-23,30,4,0
CUST0802,Kara Frost,60,Other,Yearly,2025-06-20,2025-08-20,4,3,1
CUST0803,Brooke Ramirez,19,Other,Yearly,2024-06-21,2026-03-21,20,10,0
CUST0804,Michael Goodman,20,Female,Monthly,2026-01-11,2026-01-22,15,6,1
CUST0805,Patrick Richardson,60,Female,Yearly,2024-10-08,2026-04-14,30,7,0
CUST0806,William Owens,31,Male,Quarterly,2024-11-25,2025-11-29,37,3,1
CUST0807,Joseph Boone,33,Male,Monthly,2024-10-06,2025-12-16,13,7,1
CUST0808,Joshua Carr,36,Other,Yearly,2025-02-09,2025-12-16,13,7,1
CUST0809,Kara Barry,44,Male,Monthly,2025-05-01,2025-05-11,18,7,1
CUST0810,Sabrina Nelson,24,Other,Quarterly,2024-09-06,2025-01-21,10,4,1
CUST0811,Tony Callahan,45,Other,Yearly,2025-02-27,2025-06-04,48,9,1
CUST0812,Eileen Sanchez,39,Female,Monthly,2024-06-06,2024-12-23,26,6,1
CUST0813,Willie Johnson,55,Male,Yearly,2025-11-21,2026-01-01,12,6,1
CUST0814,Stephen Lucas,22,Other,Yearly,2024-11-10,2025-07-14,32,5,1
CUST0815,Nicole Vargas,52,Female,Monthly,2024-11-01,2025-06-04,6,5,1
CUST0816,Christine Garcia,44,Male,Monthly,2024-07-04,2025-06-24,37,5,1
CUST0817,Matthew Crawford,59,Other,Yearly,2025-03-08,2026-02-22,17,7,1
CUST0818,Deborah Watson,23,Male,Quarterly,2025-02-04,2025-12-08,25,7,1
CUST0819,Alexander Ray,37,Male,Yearly,2025-09-08,2025-11-09,30,1,1
CUST0820,Sharon Bryant,31,Male,Monthly,2025-11-14,2025-11-22,38,3,1
CUST0821,Jay Torres,49,Female,Monthly,2024-07-03,2025-05-04,28,10,1
CUST0822,Dawn Welch,27,Female,Quarterly,2025-02-10,2025-12-04,5,4,1
CUST0823,Betty Garcia,20,Female,Yearly,2024-09-05,2025-03-14,45,10,1
CUST0824,Jonathan Walker,50,Male,Yearly,2025-01-28,2025-04-26,50,7,1
CUST0825,April Roy,20,Female,Monthly,2024-12-11,2025-01-16,21,9,1
CUST0826,Tonya Cummings,32,Female,Yearly,2025-09-30,2026-02-16,35,4,1
CUST0827,Ryan Robbins,56,Female,Yearly,2025-02-14,2025-08-01,9,3,1
CUST0828,David Ballard,20,Other,Monthly,2024-08-04,2026-03-16,26,2,0
CUST0829,Edward Jordan,51,Female,Quarterly,2024-07-24,2026-03-04,22,10,0
CUST0830,Dennis Stewart,57,Other,Monthly,2025-12-04,2026-04-22,23,6,0
CUST0831,Gregory Decker,37,Other,Yearly,2025-02-16,2025-04-04,15,5,1
CUST0832,Jason Diaz,48,Male,Quarterly,2025-04-05,2025-08-25,16,6,1
CUST0833,Mark Roberts,36,Male,Yearly,2025-10-04,2026-03-08,41,2,0
CUST0834,Shawn Powers,32,Other,Yearly,2025-03-09,2025-08-29,47,2,1
CUST0835,Julia Mueller,52,Male,Quarterly,2024-05-16,2025-07-06,25,2,1
CUST0836,Melissa Ferguson,28,Other,Quarterly,2025-03-28,2025-10-01,13,2,1
CUST0837,Raymond Mckee,39,Female,Quarterly,2025-07-17,2026-01-15,7,7,1
CUST0838,Danny Gordon,60,Female,Monthly,2025-10-07,2026-02-27,8,10,0
CUST0839,Blake Bryan,20,Male,Quarterly,2025-09-14,2025-10-28,5,10,1
CUST0840,Jason Freeman,59,Female,Quarterly,2025-03-06,2025-06-30,37,7,1
CUST0841,Elizabeth Kennedy,53,Female,Monthly,2025-12-01,2026-04-20,1,9,0
CUST0842,Norma Gallagher,41,Male,Monthly,2024-10-27,2026-02-01,2,2,1
CUST0843,Donald Perez,53,Female,Monthly,2024-09-27,2026-02-04,28,4,1
CUST0844,Jenna Evans,38,Male,Monthly,2024-10-01,2025-09-21,17,1,1
CUST0845,Haley Adams,28,Other,Quarterly,2025-01-25,2025-08-08,47,4,1
CUST0846,Maxwell Perez,38,Male,Quarterly,2025-09-24,2026-03-18,8,2,0
CUST0847,Collin Shepard,23,Female,Monthly,2026-01-20,2026-02-14,23,7,1
CUST0848,Ryan Garcia,36,Female,Monthly,2025-03-16,2025-07-31,37,9,1
CUST0849,Ryan Watson,54,Male,Quarterly,2024-12-12,2025-08-23,22,6,1
CUST0850,Ashley Hanna,22,Female,Monthly,2024-05-10,2024-09-21,37,5,1
CUST0851,Christopher Payne,24,Female,Quarterly,2024-05-25,2025-05-01,42,6,1
CUST0852,Anthony Garcia,60,Other,Yearly,2025-10-11,2026-04-19,37,9,0
CUST0853,Diana Green,48,Male,Monthly,2025-04-23,2025-10-24,36,7,1
CUST0854,Christopher Stanley,50,Male,Quarterly,2025-07-07,2025-08-25,23,4,1
CUST0855,Elizabeth Anderson,53,Other,Monthly,2024-07-16,2025-09-14,19,8,1
CUST0856,Amy Benson,58,Female,Yearly,2024-12-08,2025-05-27,34,2,1
CUST0857,Kevin Brown,25,Male,Monthly,2025-04-18,2025-08-23,6,9,1
CUST0858,Gregory Reid,46,Other,Yearly,2024-09-29,2025-05-23,14,3,1
CUST0859,Michelle Martin,22,Female,Monthly,2024-08-21,2024-10-01,37,6,1
CUST0860,Daniel Aguirre,51,Male,Monthly,2025-01-13,2025-01-28,37,8,1
CUST0861,Hannah Frank,34,Male,Monthly,2025-03-05,2025-12-11,27,1,1
CUST0862,Amy Brooks,51,Female,Monthly,2025-06-01,2025-06-26,37,10,1
CUST0863,Daniel Martin,28,Other,Quarterly,2025-08-20,2025-12-20,15,10,1
CUST0864,Brenda Nelson,32,Other,Quarterly,2025-05-26,2025-11-30,47,9,1
CUST0865,Jonathan Jackson,50,Other,Yearly,2025-05-10,2025-08-07,48,8,1
CUST0866,Hannah Smith,42,Male,Quarterly,2025-11-02,2025-12-25,4,4,1
CUST0867,Michael Elliott DDS,40,Female,Monthly,2025-06-10,2026-01-26,1,5,1
CUST0868,Anita Castaneda,24,Female,Yearly,2026-03-10,2026-03-19,49,5,0
CUST0869,Aaron Alvarez,23,Female,Yearly,2025-08-31,2025-10-20,1,5,1
CUST0870,Mark Armstrong,36,Male,Yearly,2024-12-19,2025-10-09,37,2,1
CUST0871,Matthew Rhodes,36,Other,Yearly,2025-11-23,2026-03-29,39,5,0
CUST0872,Troy Hammond,50,Male,Yearly,2025-12-04,2026-01-07,44,4,1
CUST0873,William Smith,31,Male,Monthly,2024-11-18,2025-10-27,43,2,1
CUST0874,Alexander Moore,27,Other,Yearly,2025-01-07,2025-10-07,5,5,1
CUST0875,Reginald Dunlap,23,Female,Yearly,2025-01-01,2025-02-23,16,3,1
CUST0876,Scott Walker,48,Female,Quarterly,2025-08-02,2025-09-28,27,4,1
CUST0877,Jason Sanchez,31,Male,Yearly,2025-11-19,2025-12-25,23,4,1
CUST0878,Brenda Stewart,56,Other,Monthly,2025-04-08,2025-06-23,32,1,1
CUST0879,Courtney Lane,39,Female,Quarterly,2025-06-17,2026-03-23,18,9,0
CUST0880,Eric Santos,24,Female,Yearly,2025-06-30,2025-10-02,23,4,1
CUST0881,Lawrence Reed,33,Female,Quarterly,2025-11-10,2026-04-21,49,7,0
CUST0882,Amber Jones,31,Male,Yearly,2024-12-25,2026-02-08,44,8,1
CUST0883,Catherine Daniel,18,Other,Monthly,2025-01-06,2025-01-07,33,6,1
CUST0884,Christina Stewart,55,Female,Quarterly,2025-11-08,2026-03-15,2,2,1
CUST0885,Wendy Nguyen,52,Other,Quarterly,2025-06-16,2025-11-15,39,4,1
CUST0886,Jeffery Harper,34,Male,Yearly,2025-08-25,2026-03-27,14,5,0
CUST0887,Michael Oconnor,56,Male,Monthly,2024-10-02,2026-02-16,50,1,1
CUST0888,Sheila Perez,38,Female,Yearly,2025-06-18,2026-04-22,23,3,0
CUST0889,Shannon Johnson,56,Female,Monthly,2025-12-04,2026-01-30,18,7,1
CUST0890,Diana Miller,41,Male,Quarterly,2025-06-30,2026-02-19,41,6,1
CUST0891,Henry Cooper,49,Other,Quarterly,2025-11-20,2026-02-01,18,4,1
CUST0892,Randy Gomez,50,Male,Yearly,2024-10-05,2025-10-16,28,9,1
CUST0893,Benjamin Jackson,51,Male,Yearly,2024-05-21,2024-07-25,36,5,1
CUST0894,Shelby Martin,47,Male,Monthly,2025-12-29,2026-04-21,20,10,0
CUST0895,Susan Zavala,50,Female,Quarterly,2025-02-08,2025-05-28,32,5,1
CUST0896,Richard Gutierrez,46,Female,Quarterly,2026-01-30,2026-03-02,16,4,0
CUST0897,Cynthia Vargas,56,Male,Quarterly,2025-08-16,2026-01-22,8,1,1
CUST0898,Brian Hernandez,36,Female,Quarterly,2024-08-11,2024-12-15,44,2,1
CUST0899,David Mendez,35,Other,Quarterly,2024-06-21,2025-09-23,50,8,1
CUST0900,Susan Johnson,48,Other,Yearly,2025-04-26,2025-10-05,1,7,1
CUST0901,Philip Mason,26,Female,Quarterly,2025-01-06,2026-03-30,50,5,0
CUST0902,Melanie Martinez,29,Male,Monthly,2025-04-08,2025-11-04,35,4,1
CUST0903,Christopher Reed,45,Male,Yearly,2025-03-07,2026-03-17,0,4,1
CUST0904,Isaiah Houston MD,52,Female,Monthly,2026-01-27,2026-02-15,21,3,1
CUST0905,Alex Duncan,18,Other,Monthly,2024-11-27,2025-06-05,50,3,1
CUST0906,Daniel Taylor,55,Male,Yearly,2025-06-17,2025-09-07,25,9,1
CUST0907,Wesley Brown,24,Female,Quarterly,2024-09-17,2025-09-10,31,2,1
CUST0908,Angela Vaughn,29,Male,Quarterly,2025-10-08,2025-10-11,45,5,1
CUST0909,Lori Wilcox,37,Female,Monthly,2025-03-14,2025-03-16,44,1,1
CUST0910,Erika Rich,37,Other,Yearly,2025-06-05,2026-03-04,40,4,0
CUST0911,Autumn Tucker,30,Female,Quarterly,2026-01-12,2026-04-24,16,10,0
CUST0912,Judith Snyder DDS,47,Other,Quarterly,2025-10-25,2026-01-06,35,9,1
CUST0913,David Fry,38,Other,Yearly,2025-10-13,2026-01-14,41,3,1
CUST0914,Donald Silva,57,Female,Monthly,2024-10-26,2026-03-04,15,7,0
CUST0915,Travis Brooks,47,Female,Yearly,2025-12-21,2026-02-26,27,9,0
CUST0916,Kenneth Tyler,58,Other,Quarterly,2024-12-14,2025-04-23,8,7,1
CUST0917,Paul Hoffman,36,Female,Quarterly,2026-01-16,2026-04-24,48,1,0
CUST0918,Angela Stafford,47,Other,Quarterly,2025-10-28,2025-11-24,9,5,1
CUST0919,Melody Fernandez,58,Other,Yearly,2025-05-23,2025-06-15,19,1,1
CUST0920,Alexandria Ramirez,41,Male,Quarterly,2026-02-07,2026-04-12,17,1,0
CUST0921,Ashley Russell,56,Other,Quarterly,2024-06-07,2025-10-30,31,3,1
CUST0922,Jeffery Newman,60,Male,Monthly,2024-10-31,2025-03-16,19,8,1
CUST0923,Crystal Whitaker,35,Other,Monthly,2025-07-15,2025-10-31,24,9,1
CUST0924,Ryan Clark,24,Other,Yearly,2024-07-23,2026-03-13,28,5,0
CUST0925,Lauren Santana,30,Other,Yearly,2024-07-27,2026-01-18,10,9,1
CUST0926,Nicole Jones,44,Male,Monthly,2025-11-29,2026-03-31,14,6,0
CUST0927,Joel Carter,26,Male,Quarterly,2025-11-04,2026-01-25,0,5,1
CUST0928,Jennifer Trujillo,22,Other,Monthly,2024-10-29,2025-06-08,29,9,1
CUST0929,Peter Evans,55,Female,Monthly,2025-06-27,2025-12-05,6,9,1
CUST0930,Valerie Davidson,28,Male,Monthly,2025-11-23,2026-01-05,14,1,1
CUST0931,Alex Butler,36,Female,Yearly,2024-07-04,2025-08-12,3,6,1
